Project ID,Project Name,Project Type,Implementing Agency,State,District,Land Area (ha),Affected Families,Notification Date,Expected Completion,Actual Completion,Current Stage,Delayed (Y/N),Delay (days),Compensation Sanctioned,Compensation Disbursed,Open Disputes,R&R Progress %,Stakeholder Updates (90d),Legal Dispute Count
SYN0732,Freight Corridor Extension 732,railway,RVNL,Maharashtra,Amravati,188.4,173,2022-03-27,2025-11-06,2026-07-30,completed,Y,266,94514974,37720926,0,65.3,0,1
SYN0733,Rail Electrification Project Raigad-733,railway,DFCCIL,Maharashtra,Raigad,31.8,302,2023-09-27,2026-03-15,,completed,,,79440893,23029915,8,73.2,5,8
SYN0734,NH Extension Package 734,highway,MORTH,Telangana,Adilabad,71.9,389,2024-09-03,2027-05-21,2028-02-22,completed,Y,277,84225263,45372149,3,71.7,0,3
SYN0735,Bypass Road Project 735 (Mehsana),highway,State PWD,Gujarat,Mehsana,77.1,186,2018-08-01,2020-10-19,2020-10-10,completed,N,0,116772197,97341303,0,64.6,2,1
SYN0736,State Highway Widening Anantapur Sec 736,highway,MORTH,Andhra Pradesh,Anantapur,43.3,126,2023-06-24,2024-07-18,2025-03-30,completed,Y,255,124443189,47997738,0,35.5,2,0
SYN0737,Rail Electrification Project Khammam-737,railway,Indian Railways,Telangana,Khammam,57.2,65,2019-04-23,2021-08-10,2021-11-13,completed,Y,95,271093003,166911962,0,66.1,2,0
SYN0738,Special Economic Zone Hubballi-738,industrial,GIDC,Karnataka,Hubballi,140.3,266,2020-07-02,2021-10-25,2021-09-27,completed,N,0,257952356,244770991,0,100.0,7,0
SYN0739,Metro Extension 739 Ahmedabad,urban,BBMP,Gujarat,Ahmedabad,14.2,22,2021-05-27,2023-05-17,2023-08-18,completed,Y,93,71120168,12232669,0,64.3,0,2
SYN0740,Irrigation Canal Vishakhapatnam 740,irrigation,State Irrigation Dept,Andhra Pradesh,Vishakhapatnam,209.1,751,2019-09-11,2021-12-29,,completed,,,109570717,22768795,0,100.0,2,0
SYN0741,Manufacturing Hub 741 Rajkot,industrial,APIIC,Gujarat,Rajkot,61.2,476,2019-03-17,2020-04-10,2020-10-14,completed,Y,187,283574381,196970765,0,63.8,1,0
SYN0742,Special Economic Zone Morena-742,industrial,APIIC,Madhya Pradesh,Morena,47.5,490,2024-04-24,2026-02-13,2026-02-02,completed,N,0,195573462,178617243,0,79.0,5,0
SYN0743,State Highway Widening Bharatpur Sec 743,highway,NHAI,Rajasthan,Bharatpur,105.8,65,2019-11-07,2021-08-28,2021-08-19,completed,N,0,85743704,85743704,0,100.0,2,0
SYN0744,NH Extension Package 744,highway,MORTH,Andhra Pradesh,West Godavari,25.8,83,2022-12-06,2025-10-21,,completed,,,5855733,1768431,0,82.1,5,0
SYN0745,Industrial Corridor Phase 745,industrial,APIIC,Andhra Pradesh,Kurnool,70.8,365,2018-11-27,2021-02-14,,completed,,,365891611,96412439,1,99.4,4,1
SYN0746,Rail Electrification Project Satna-746,railway,Indian Railways,Madhya Pradesh,Satna,193.3,447,2022-06-08,2024-03-29,2024-03-18,completed,N,0,224601617,176963614,0,87.3,2,2
SYN0747,Metro Rail Phase 747 Bareilly,railway,Indian Railways,Uttar Pradesh,Bareilly,99.9,447,2019-07-14,2023-04-24,2024-02-29,completed,Y,311,202958293,134196023,0,73.2,0,2
SYN0748,Manufacturing Hub 748 Jhansi,industrial,RIICO,Uttar Pradesh,Jhansi,39.6,383,2022-07-12,2024-04-02,2024-03-03,completed,N,0,314339511,267911565,0,78.6,3,0
SYN0749,Rail Electrification Project Kolhapur-749,railway,RVNL,Maharashtra,Kolhapur,51.0,209,2019-08-01,2022-11-13,2022-10-19,completed,N,0,67364827,51567775,0,90.9,8,1
SYN0750,Industrial Corridor Phase 750,industrial,KIADB,Madhya Pradesh,Sagar,175.2,77,2023-02-26,2024-04-21,2024-08-17,completed,Y,118,373993806,95181424,0,80.9,1,0
SYN0751,Manufacturing Hub 751 Kalaburagi,industrial,RIICO,Karnataka,Kalaburagi,121.1,500,2021-06-23,2022-11-15,2023-03-25,completed,Y,130,222275969,85554020,0,47.1,2,0
SYN0752,Metro Extension 752 Agra,urban,GHMC,Uttar Pradesh,Agra,10.2,25,2018-01-05,2019-12-26,2019-12-15,completed,N,0,93439507,76106478,0,77.2,2,0
SYN0753,BRTS Corridor Davangere-753,urban,HMDA,Karnataka,Davangere,9.2,191,2018-03-05,2019-09-26,2019-09-17,completed,N,0,72583777,67314195,0,80.0,6,0
SYN0754,Metro Extension 754 Bhopal,urban,JNURM,Madhya Pradesh,Bhopal,27.0,26,2019-06-28,2020-08-21,2020-08-20,completed,N,0,66693486,56776165,0,70.8,5,0
SYN0755,Rail Corridor Sikar Segment 755,railway,RVNL,Rajasthan,Sikar,21.9,69,2020-09-02,2022-06-24,,completed,,,67896295,7054425,3,84.8,7,3
SYN0756,Canal Network Expansion 756,irrigation,State Irrigation Dept,Gujarat,Anand,172.4,540,2021-12-11,2024-01-30,,completed,,,21244695,788178,2,88.9,8,2
SYN0757,Irrigation Canal Vijayapura 757,irrigation,State PWD,Karnataka,Vijayapura,33.5,625,2024-03-26,2026-03-16,2026-02-17,completed,N,0,19705251,16690348,0,57.9,4,0
SYN0758,Manufacturing Hub 758 Vishakhapatnam,industrial,KIADB,Andhra Pradesh,Vishakhapatnam,45.0,431,2023-06-26,2024-09-18,2025-05-10,completed,Y,234,292936673,198200953,0,66.6,0,0
SYN0759,State Highway Widening West Godavari Sec 759,highway,State PWD,Andhra Pradesh,West Godavari,41.7,376,2021-04-23,2023-07-12,2023-06-28,completed,N,0,31814538,30370158,0,82.4,3,0
SYN0760,NH Extension Package 760,highway,MORTH,Uttar Pradesh,Agra,53.4,333,2019-03-28,2021-01-16,,completed,,,64780888,11867859,0,73.9,4,0
SYN0761,Industrial Park Mathura 761,industrial,APIIC,Uttar Pradesh,Mathura,151.9,367,2020-03-03,2021-03-28,2021-06-02,completed,Y,66,276133310,185616811,0,42.1,1,0
SYN0762,Irrigation Canal Kalaburagi 762,irrigation,Central Water Commission,Karnataka,Kalaburagi,151.9,551,2022-05-24,2025-07-07,2026-08-20,completed,Y,409,111453796,52940553,0,40.6,0,2
SYN0763,Lift Irrigation Scheme Bharuch-763,irrigation,State Irrigation Dept,Gujarat,Bharuch,228.9,469,2024-07-15,2028-05-25,2028-04-30,completed,N,0,66761082,66761082,0,80.6,5,0
SYN0764,Freight Corridor Extension 764,railway,Indian Railways,Gujarat,Vadodara,55.6,559,2019-02-01,2021-07-20,2022-01-25,completed,Y,189,287006771,94540030,0,50.6,2,0
SYN0765,Manufacturing Hub 765 Mehsana,industrial,MIDC,Gujarat,Mehsana,105.8,198,2023-01-12,2024-04-06,2024-03-22,completed,N,0,325376378,280864889,0,83.2,4,0
SYN0766,Canal Network Expansion 766,irrigation,Central Water Commission,Karnataka,Mangaluru,121.4,745,2022-02-20,2024-04-10,2024-12-22,completed,Y,256,194233988,136138602,0,63.4,0,0
SYN0767,Bypass Road Project 767 (Belagavi),highway,State PWD,Karnataka,Belagavi,31.4,95,2024-05-18,2026-03-09,2026-02-19,completed,N,0,145814674,131408184,0,100.0,3,0
SYN0768,Manufacturing Hub 768 Ghaziabad,industrial,KIADB,Uttar Pradesh,Ghaziabad,77.9,320,2018-06-17,2019-09-10,2019-08-13,completed,N,0,379914828,331969577,0,76.5,5,0
SYN0769,Industrial Corridor Phase 769,industrial,RIICO,Rajasthan,Udaipur,106.9,124,2021-04-08,2022-04-03,2022-03-19,completed,N,0,394408136,300657322,0,70.6,8,2
SYN0770,Industrial Corridor Phase 770,industrial,KIADB,Uttar Pradesh,Jhansi,64.7,242,2020-12-02,2022-05-26,2022-05-26,completed,N,0,133307265,121109650,0,94.1,2,1
SYN0771,Canal Network Expansion 771,irrigation,State Irrigation Dept,Gujarat,Surat,141.6,361,2024-03-15,2028-12-19,2030-05-22,completed,Y,519,58810143,24370923,0,33.8,2,0
SYN0772,4-Lane Highway Warangal-772,highway,NHAI,Telangana,Warangal,70.5,351,2022-08-12,2023-12-05,2024-09-09,completed,Y,279,30809773,6100335,2,32.9,1,2
SYN0773,Freight Corridor Extension 773,railway,Indian Railways,Telangana,Sangareddy,189.2,290,2021-02-03,2022-11-25,2023-11-02,completed,Y,342,113553500,74513807,0,64.0,1,1
SYN0774,Rail Electrification Project Sangareddy-774,railway,DFCCIL,Telangana,Sangareddy,48.6,317,2023-03-18,2026-10-28,2027-12-17,completed,Y,415,208221362,164932141,0,59.4,1,0
SYN0775,State Highway Widening Kanpur Sec 775,highway,NHAI,Uttar Pradesh,Kanpur,12.1,178,2022-06-11,2024-05-31,,completed,,,102098101,19214863,1,64.1,2,1
SYN0776,Bypass Road Project 776 (Khammam),highway,NHAI,Telangana,Khammam,108.8,114,2018-06-23,2019-08-17,2020-02-15,completed,Y,182,6065742,1616520,0,34.9,2,0
SYN0777,Metro Rail Phase 777 Vadodara,railway,Indian Railways,Gujarat,Vadodara,71.4,79,2020-04-11,2024-01-21,2023-12-31,completed,N,0,158423481,129336930,0,87.4,2,0
SYN0778,Metro Rail Phase 778 Kurnool,railway,Indian Railways,Andhra Pradesh,Kurnool,85.0,105,2024-12-22,2026-12-12,,legal_resolution,,,76644914,61093661,2,0.2,0,2
SYN0779,Dam & Reservoir Project 779,irrigation,State PWD,Rajasthan,Jaipur,108.3,440,2024-06-07,2028-06-16,,compensation,,,37225171,9075497,0,29.0,4,0
SYN0780,Industrial Corridor Phase 780,industrial,KIADB,Uttar Pradesh,Agra,74.6,245,2018-01-20,2019-02-14,,completed,,,385259191,141659805,4,90.2,7,4
SYN0781,4-Lane Highway Anand-781,highway,NHAI,Gujarat,Anand,43.2,164,2021-11-01,2023-07-24,,completed,,,140175618,81428016,3,78.5,2,3
SYN0782,Urban Flyover Adilabad 782,urban,GHMC,Telangana,Adilabad,35.4,89,2018-02-24,2019-03-21,2019-03-06,completed,N,0,11011965,9361271,0,72.2,5,3
SYN0783,Canal Network Expansion 783,irrigation,State Irrigation Dept,Telangana,Hyderabad,27.5,104,2024-08-14,2027-01-01,,legal_resolution,,,175893286,73980716,1,0.0,0,1
SYN0784,Special Economic Zone Medak-784,industrial,MIDC,Telangana,Medak,121.4,488,2023-08-26,2024-08-20,,completed,,,381815644,53988732,0,82.8,8,0
SYN0785,Industrial Park Bikaner 785,industrial,APIIC,Rajasthan,Bikaner,150.7,326,2021-08-18,2023-01-10,2022-12-30,completed,N,0,174660625,135990763,0,75.0,4,3
SYN0786,Manufacturing Hub 786 Amravati,industrial,KIADB,Maharashtra,Amravati,84.6,288,2020-07-03,2022-02-23,,completed,,,224900482,26200906,0,53.5,4,0
SYN0787,Dam & Reservoir Project 787,irrigation,State Irrigation Dept,Maharashtra,Raigad,249.7,154,2024-10-05,2027-04-23,,rehabilitation,,,111079364,74434282,0,79.6,4,0
SYN0788,Metro Extension 788 Aurangabad,urban,NMMC,Maharashtra,Aurangabad,21.0,188,2018-06-24,2020-05-14,,completed,,,25811785,4098911,1,94.4,8,1
SYN0789,Ring Road Project 789,urban,GHMC,Uttar Pradesh,Ghaziabad,46.0,197,2023-01-26,2024-07-19,,completed,,,27974168,559483,1,97.6,6,1
SYN0790,Irrigation Canal Lucknow 790,irrigation,State PWD,Uttar Pradesh,Lucknow,34.1,503,2020-02-07,2022-06-26,,completed,,,87273918,13501275,1,93.9,7,1
SYN0791,Dam & Reservoir Project 791,irrigation,State Irrigation Dept,Karnataka,Ballari,184.1,735,2020-07-20,2025-01-25,,completed,,,11146017,2608168,1,85.4,7,1
SYN0792,Rail Electrification Project Junagadh-792,railway,Indian Railways,Gujarat,Junagadh,199.0,439,2023-10-20,2027-07-31,2028-06-17,completed,Y,322,272703870,56667864,1,58.9,0,7
SYN0793,Industrial Park East Godavari 793,industrial,GIDC,Andhra Pradesh,East Godavari,146.7,281,2019-10-16,2020-11-09,2021-02-09,completed,Y,92,23911701,18732427,0,83.8,2,1
SYN0794,Rail Electrification Project Amravati-794,railway,DFCCIL,Maharashtra,Amravati,145.7,552,2024-09-21,2028-02-03,2028-10-28,completed,Y,268,257530968,198041314,1,61.7,0,1
SYN0795,Canal Network Expansion 795,irrigation,State Irrigation Dept,Andhra Pradesh,Kurnool,27.5,227,2019-01-13,2023-11-18,,completed,,,173785290,17135230,2,73.2,7,2
SYN0796,Freight Corridor Extension 796,railway,Indian Railways,Andhra Pradesh,Krishna,163.0,490,2019-12-20,2022-12-04,2023-06-22,completed,Y,200,211205506,86784342,1,47.9,0,1
SYN0797,NH Extension Package 797,highway,NHAI,Gujarat,Surat,109.7,100,2020-11-12,2023-01-31,2023-08-10,completed,Y,191,87710991,31382993,2,36.3,2,3
SYN0798,Bypass Road Project 798 (Vishakhapatnam),highway,MORTH,Andhra Pradesh,Vishakhapatnam,92.1,230,2018-09-02,2020-03-25,2020-12-01,completed,Y,251,119272628,86758910,0,74.3,1,0
SYN0799,Manufacturing Hub 799 Solapur,industrial,MIDC,Maharashtra,Solapur,51.0,333,2024-04-07,2026-06-26,2026-06-01,completed,N,0,46949045,35775172,0,56.3,3,0
SYN0800,Industrial Corridor Phase 800,industrial,KIADB,Andhra Pradesh,East Godavari,60.6,184,2022-03-08,2024-03-27,,completed,,,305900961,115355252,0,85.5,5,0
